PLAYER,WINDOW,POSITION,COUNTRY,TO,FROM,PRICE DESCRIPTION,PRICE,LEAGUE ,SEASON
Connor Wickham,Pre-Season,Attacker,GBR,Sunderland,Ipswich,Sold,8900000,EPL,11-Dec
James McArthur,Pre-Season,Midfielder,GBR,Crystal Palace,Wigan,Sold,9000000,EPL,14/15
Michail Antonio,Pre-Season,Midfielder,GBR,West Ham,Nottingham Forest,Sold,9500000,EPL,15/16
Steven Caulker,Pre-Season,Defender,GBR,QPR,Cardiff,Sold,10000000,EPL,14/15
Steven Caulker,Pre-Season,Defender,GBR,Cardiff,Tottenham,Sold,10000000,EPL,13/14
Jake Livermore,Pre-Season,Midfielder,GBR,Hull City,Tottenham,Sold,10100000,EPL,14/15
Steven Naismith,Mid-Season,,GBR,Norwich,Everton,Sold,10200000,EPL,15/16
Tyrone Mings,Pre-Season,Defender,GBR,Bournemouth,Ipswich,Sold,11300000,EPL,15/16
James Chester,Pre-Season,Defender,GBR,West Brom,Hull City,Sold,11300000,EPL,15/16
Peter Crouch,Pre-Season,Attacker,GBR,Stoke,Tottenham,Sold,11300000,EPL,11-Dec
Fabian Delph,Pre-Season,Midfielder,GBR,Manchester City,Aston Villa,Sold,11500000,EPL,15/16
Aiden McGeady,Pre-Season,Midfielder,GBR,Spartak Moscow,Celtic,Sold,12000000,ROE,10-Nov
James Tomkins,Pre-Season,Defender,GBR,Crystal Palace,West Ham,Sold,12000000,EPL,16/17
Fraser Forster,Pre-Season,Goalkeeper,GBR,Southampton,Celtic,Sold,12500000,EPL,14/15
Adam Johnson,Pre-Season,Midfielder,GBR,Sunderland,Manchester City,Sold,12500000,EPL,Dec-13
Jack Rodwell,Pre-Season,Midfielder,GBR,Sunderland,Manchester City,Sold,12600000,EPL,14/15
Connor Wickham,Pre-Season,Attacker,GBR,Crystal Palace,Sunderland,Sold,12800000,EPL,15/16
Benik Afobe,Mid-Season,,GBR,Bournemouth,Wolves,Sold,13300000,EPL,15/16
Nathan Redmond,Pre-Season,Midfielder,GBR,Southampton,Norwich,Sold,13500000,EPL,16/17
Matt Jarvis,Pre-Season,Midfielder,GBR,West Ham,Wolves,Sold,13500000,EPL,Dec-13
Ashley Williams,Pre-Season,Defender,GBR,Everton,Swansea,Sold,14000000,EPL,16/17
Jack Rodwell,Pre-Season,Midfielder,GBR,Manchester City,Everton,Sold,15000000,EPL,Dec-13
Steven Fletcher,Pre-Season,Attacker,GBR,Sunderland,Wolves,Sold,15000000,EPL,Dec-13
Calum Chambers,Pre-Season,Defender,GBR,Arsenal,Southampton,Sold,15200000,EPL,14/15
Andros Townsend,Pre-Season,Midfielder,GBR,Crystal Palace,Newcastle,Sold,15500000,EPL,16/17
Joe Allen,Pre-Season,Midfielder,GBR,Stoke,Liverpool,Sold,15500000,EPL,16/17
Andros Townsend,Mid-Season,,GBR,Newcastle,Tottenham,Sold,15700000,EPL,15/16
Jonjo Shelvey,Mid-Season,,GBR,Newcastle,Swansea,Sold,16000000,EPL,15/16
Darren Bent,Pre-Season,,GBR,Sunderland,Tottenham,Sold,16500000,EPL,09-Oct
Alex Oxlade-Chamberlain,Pre-Season,Midfielder,GBR,Arsenal,Southampton,Sold,17300000,EPL,11-Dec
Nathaniel Clyne,Pre-Season,Defender,GBR,Liverpool,Southampton,Sold,17600000,EPL,15/16
Jordon Ibe,Pre-Season,Midfielder,GBR,Bournemouth,Liverpool,Sold,18000000,EPL,16/17
Andy Carroll,Pre-Season,Attacker,GBR,West Ham,Liverpool,Sold,18000000,EPL,13/14
Wilfried Zaha,Mid-Season,,GBR,Manchester Utd,Crystal Palace,Sold,18000000,EPL,Dec-13
Ashley Young,Pre-Season,Attacker,GBR,Manchester Utd,Aston Villa,Sold,18000000,EPL,11-Dec
Phil Jones,Pre-Season,Defender,GBR,Manchester Utd,Blackburn,Sold,18700000,EPL,11-Dec
Joe Allen,Pre-Season,Midfielder,GBR,Liverpool,Swansea City,Sold,19000000,EPL,Dec-13
James Milner,Pre-Season,Midfielder,GBR,Manchester City,Aston Villa,Sold,19500000,EPL,10-Nov
Danny Welbeck,Pre-Season,Attacker,GBR,Arsenal,Manchester Utd,Sold,20000000,EPL,14/15
Glen Johnson,Pre-Season,,GBR,Liverpool,Portsmouth,Sold,21500000,EPL,09-Oct
Darren Bent,Mid-Season,,GBR,Aston Villa,Sunderland,Sold,21500000,EPL,10-Nov
Stewart Downing,Pre-Season,Midfielder,GBR,Liverpool,Aston Villa,Sold,22500000,EPL,11-Dec
Jordan Henderson,Pre-Season,Midfielder,GBR,Liverpool,Sunderland,Sold,22500000,EPL,11-Dec
Joleon Lescott,Pre-Season,,GBR,Manchester City,Everton,Sold,27500000,EPL,09-Oct
Adam Lallana,Pre-Season,Midfielder,GBR,Liverpool,Southampton,Sold,31000000,EPL,14/15
Luke Shaw,Pre-Season,Defender,GBR,Manchester Utd,Southampton,Sold,34000000,EPL,14/15
Andy Carroll,Mid-Season,,GBR,Liverpool,Newcastle,Sold,41000000,EPL,10-Nov
John Stones,Pre-Season,Defender,GBR,Manchester City,Everton,Sold,55500000,EPL,16/17
Raheem Sterling,Pre-Season,Midfielder,GBR,Manchester City,Liverpool,Sold,69400000,EPL,15/16
Gareth Bale,Pre-Season,Midfielder,GBR,Real Madrid,Tottenham,Sold,100000000,La Liga,13/14
Giorgi Chanturia,Pre-Season,Midfielder,GEO,Verona,Cluj,Sold,1000000,Serie A,14/15
Anthony Annan,Mid-Season,Midfielder,GHA,Schalke,Rosenborg,Sold,2000000,ROE,10-Nov
Godfred Donsah,Pre-Season,Midfielder,GHA,Cagliari,Palermo,Sold,2000000,Serie A,14/15
Afriyie Acquah,Mid-Season,Midfielder,GHA,Hoffenheim,Palermo,Sold,2500000,Bundesliga,Dec-13
Richmond Boakye,Pre-Season,Attacker,GHA,Juventus,Genoa,Sold,4000000,Serie A,Dec-13
Christian Atsu,Pre-Season,Attacker,GHA,Chelsea,Porto,Sold,4100000,EPL,13/14
Derek Boateng,Pre-Season,Midfielder,GHA,Dnipro,Getafe,Sold,5900000,ROE,11-Dec
Mubarak Wakaso,Pre-Season,Midfielder,GHA,Rubin Kazan,Espanyol,Sold,6000000,ROE,13/14
Daniel Amartey,Mid-Season,,GHA,Leicester,Copenhagen,Sold,6600000,EPL,15/16
Kwadwo Asamoah,Pre-Season,Midfielder,GHA,Juventus,Udinese,Sold,9000000,Serie A,Dec-13
Bernard Mensah,Pre-Season,Midfielder,GHA,Atletico Madrid,Vitoria Guimaraes,Sold,10000000,La Liga,15/16
Kevin-Prince Boateng,Pre-Season,Midfielder,GHA,Schalke,AC Milan,Sold,12000000,Bundesliga,13/14
Jordan Ayew,Pre-Season,Attacker,GHA,Aston Villa,Lorient,Sold,13000000,EPL,15/16
Asamoah Gyan,Pre-Season,Attacker,GHA,Sunderland,Rennes,Sold,16000000,EPL,10-Nov
Andre Ayew,Pre-Season,Attacker,GHA,West Ham,Swansea,Sold,24000000,EPL,16/17
Baba Rahman,Pre-Season,Defender,GHA,Chelsea,Augsburg,Sold,26800000,EPL,15/16
Mamadou Bah,Pre-Season,Midfielder,GIN,Stuttgart,Strasbourg,Sold,600000,ROE,10-Nov
Francois Kamano,Pre-Season,Attacker,GIN,Bordeaux,Bastia,Sold,2500000,ROE,16/17
Amadou Diawara,Pre-Season,Midfielder,GIN,Napoli,Bologna,Sold,14500000,Serie A,16/17
Vasilis Torosidis,Mid-Season,Defender,GRC,Roma,Olympiakos,Sold,500000,Serie A,Dec-13
Theofanis Gekas,Pre-Season,Attacker,GRC,Eint. Frankfurt,Bayer Leverkusen,Sold,1000000,ROE,10-Nov
Jose Holebas,Pre-Season,Defender,GRC,Roma,Olympiakos,Sold,1000000,Serie A,14/15
Panagiotis Tachtsidis,Pre-Season,Midfielder,GRC,Torino,Genoa,Sold,1300000,Serie A,16/17
Stefanos Kapino,Pre-Season,Goalkeeper,GRC,Mainz,Panathinaikos,Sold,1500000,Bundesliga,14/15
Panagiotis Kone,Pre-Season,Midfielder,GRC,Bologna,Brescia,Sold,1600000,Serie A,13/14
Kyriakos Papadopoulos,Pre-Season,Defender,GRC,Schalke,Olympiakos,Sold,2500000,ROE,10-Nov
Panagiotis Tachtsidis,Pre-Season,Midfielder,GRC,Roma,Genoa,Sold,2500000,Serie A,Dec-13
Jose Holebas,Pre-Season,Defender,GRC,Watford,Roma,Sold,2500000,EPL,15/16
Charis Mavrias,Pre-Season,Midfielder,GRC,Sunderland,Panathinaikos,Sold,3000000,EPL,13/14
Kyriakos Papadopoulos,Pre-Season,Defender,GRC,Leverkusen,Schalke,Sold,6500000,Bundesliga,15/16
Sokratis Papastathopoulos,Pre-Season,Defender,GRC,Bor. Dortmund,Werder Bremen,Sold,9500000,Bundesliga,13/14
Andreas Samaris,Pre-Season,Midfielder,GRC,Benfica,Olympiakos,Sold,10000000,ROE,14/15
Kostas Manolas,Pre-Season,Defender,GRC,Roma,Olympiakos,Sold,13000000,Serie A,14/15
Kostas Mitroglou,Mid-Season,,GRC,Fulham,Olympiakos,Sold,14000000,EPL,13/14
Wilson Palacios,Pre-Season,Midfielder,HND,Stoke,Tottenham,Sold,9000000,EPL,11-Dec
Hrvoje Milic,Pre-Season,Defender,HRV,Fiorentina,Hajduk Split,Sold,1000000,Serie A,16/17
Josip Elez,Pre-Season,Goalkeeper,HRV,Lazio,Hajduk Split,Sold,1000000,Serie A,13/14
Ivica Olic,Mid-Season,Attacker,HRV,Hamburg,Wolfsburg,Sold,1500000,Bundesliga,14/15
Mateo Pavlovic,Mid-Season,Defender,HRV,Werder Bremen,NK Zagreb,Sold,1500000,Bundesliga,Dec-13
Ivan Rakitic,Mid-Season,Midfielder,HRV,Sevilla,Schalke,Sold,1500000,La Liga,10-Nov
Ante Budimir,Pre-Season,Attacker,HRV,Sampdoria,Crotone,Sold,1800000,Serie A,16/17
Mario Pasalic,Pre-Season,Midfielder,HRV,Chelsea,Hajduk Split,Sold,2000000,EPL,14/15
Alen Halilovic,Pre-Season,Midfielder,HRV,Barcelona,Dinamo Zagreb,Sold,2200000,La Liga,14/15
Josip Radosevic,Mid-Season,Midfielder,HRV,Napoli,Hajduk Split,Sold,3000000,Serie A,Dec-13
Milan Badelj,Pre-Season,Midfielder,HRV,Fiorentina,Hamburg,Sold,3500000,Serie A,14/15
Ivo Ilicevic,Pre-Season,Midfielder,HRV,Hamburg,Kaiserslautern,Sold,4000000,ROE,11-Dec
Stipe Perica,Pre-Season,Attacker,HRV,Udinese,Chelsea,Sold,4000000,Serie A,16/17
Sime Vrsaljko,Pre-Season,Defender,HRV,Genoa,Dinamo Zagreb,Sold,4000000,Serie A,13/14
Milan Badelj,Pre-Season,Midfielder,HRV,Hamburg,Dinamo Zagreb,Sold,4100000,Bundesliga,Dec-13
Nikica Jelavic,Pre-Season,Attacker,HRV,West Ham,Hull,Sold,4200000,EPL,15/16
Ante Rebic,Pre-Season,Attacker,HRV,Fiorentina,RNK Split,Sold,4500000,Serie A,13/14
Nikica Jelavic,Pre-Season,Attacker,HRV,Rangers,Rapid Vienna,Sold,4900000,ROE,10-Nov
Vedran Corluka,Pre-Season,Defender,HRV,Lok. Moscow,Tottenham,Sold,5000000,ROE,Dec-13
Alen Halilovic,Pre-Season,Midfielder,HRV,Hamburg,Barcelona,Sold,5000000,Bundesliga,16/17
Nikola Kalinic,Pre-Season,Attacker,HRV,Fiorentina,Dnipro,Sold,5000000,Serie A,15/16
Tin Jedvaj,Pre-Season,Defender,HRV,Roma,Dinamo Zagreb,Sold,5000000,Serie A,13/14
Sime Vrsaljko,Pre-Season,Defender,HRV,Sassuolo,Genoa,Sold,6000000,Serie A,14/15
Nikica Jelavic,Mid-Season,,HRV,Everton,Rangers,Sold,6600000,EPL,11-Dec
Niko Kranjcar,Pre-Season,Midfielder,HRV,Dynamo Kiev,Tottenham,Sold,6750000,ROE,Dec-13
Jozo Simunovic,Pre-Season,Defender,HRV,Celtic,Dinamo Zagreb,Sold,7000000,ROE,15/16
Eduardo,Pre-Season,Attacker,HRV,Shakhtar Donetsk,Arsenal,Sold,7000000,ROE,10-Nov
Tin Jedvaj,Mid-Season,Defender,HRV,Bayer Leverkusen,Roma,Sold,7000000,Bundesliga,14/15
Ivan Perisic,Mid-Season,Midfielder,HRV,Wolfsburg,Bor. Dortmund,Sold,7500000,Bundesliga,Dec-13
Nikica Jelavic,Mid-Season,,HRV,Hull City,Everton,Sold,7800000,EPL,13/14
Mario Mandzukic,Pre-Season,Attacker,HRV,Wolfsburg,Dinamo Zagreb,Sold,8000000,ROE,10-Nov
Josip Brekalo,Pre-Season,Attacker,HRV,Wolfsburg,Dinamo Zagreb,Sold,10000000,Bundesliga,16/17
Dejan Lovren,Pre-Season,Defender,HRV,Southampton,Lyon,Sold,10000000,EPL,13/14
Mateo Kovacic,Mid-Season,Midfielder,HRV,Inter Milan,Dinamo Zagreb,Sold,11000000,Serie A,Dec-13
Andrej Kramaric,Mid-Season,,HRV,Leicester,HNK Rijeka,Sold,11700000,EPL,14/15
Mario Mandzukic,Pre-Season,Attacker,HRV,Bayern Munich,Wolfsburg,Sold,13000000,Bundesliga,Dec-13
Ivan Perisic,Pre-Season,Midfielder,HRV,Inter Milan,Wolfsburg,Sold,18000000,Serie A,15/16
Sime Vrsaljko,Pre-Season,Defender,HRV,Atletico Madrid,Sassuolo,Sold,18000000,La Liga,16/17
Mario Mandzukic,Pre-Season,Attacker,HRV,Juventus,Atletico Madrid,Sold,19000000,Serie A,15/16
Ivan Rakitic,Pre-Season,Midfielder,HRV,Barcelona,Sevilla,Sold,19000000,La Liga,14/15
Mario Mandzukic,Pre-Season,Attacker,HRV,Atletico Madrid,Bayern Munich,Sold,22000000,La Liga,14/15
Marko Pjaca,Pre-Season,Midfielder,HRV,Juventus,Dinamo Zagreb,Sold,23000000,Serie A,16/17
Dejan Lovren,Pre-Season,Defender,HRV,Liverpool,Southampton,Sold,25300000,EPL,14/15
Mateo Kovacic,Pre-Season,Midfielder,HRV,Real Madrid,Inter Milan,Sold,30000000,La Liga,15/16
Luka Modric,Pre-Season,Midfielder,HRV,Real Madrid,Tottenham,Sold,34000000,La Liga,Dec-13
Laszlo Kleinheisler,Mid-Season,Midfielder,HUN,Werder Bremen,Videoton,Sold,300000,Bundesliga,15/16
Adam Simon,Pre-Season,Midfielder,HUN,Palermo,Haladas,Sold,700000,Serie A,11-Dec
Zsolt Laczko,Mid-Season,Defender,HUN,Sampdoria,Debrecen,Sold,800000,Serie A,10-Nov
Krisztian Nemeth,Pre-Season,Attacker,HUN,Olympiakos,Liverpool,Sold,1300000,ROE,10-Nov
Norbert Balogh,Mid-Season,Attacker,HUN,Palermo,Debrecen,Sold,1500000,Serie A,15/16
Adam Nagy,Pre-Season,Midfielder,HUN,Bologna,Ferencvaros,Sold,1500000,Serie A,16/17
Adam Szalai,Pre-Season,Attacker,HUN,Hoffenheim,Schalke,Sold,6000000,Bundesliga,14/15
Adam Szalai,Pre-Season,Attacker,HUN,Schalke,Mainz,Sold,8000000,Bundesliga,13/14
Balazs Dzsudzsak,Pre-Season,Midfielder,HUN,Anzhi,PSV,Sold,14000000,ROE,11-Dec
Matt Doherty,Pre-Season,Defender,IRL,Wolverhampton,Bohemians,Sold,90000,EPL,10-Nov
James McClean,Pre-Season,Midfielder,IRL,Sunderland,Derry City,Sold,400000,EPL,11-Dec
Daryl Murphy,Pre-Season,Attacker,IRL,Celtic,Sunderland,Sold,2000000,ROE,10-Nov
Aiden McGeady,Mid-Season,,IRL,Everton,Spartan Moscow,Sold,2000000,EPL,13/14
James McClean,Pre-Season,Midfielder,IRL,West Brom,Wigan,Sold,2100000,EPL,15/16
Marc Wilson,Pre-Season,Defender,IRL,Bournemouth,Stoke,Sold,2400000,EPL,16/17
Shane Long,Pre-Season,Attacker,IRL,West Bromwich,Reading,Sold,5100000,EPL,11-Dec
Shane Long,Mid-Season,,IRL,Hull City,West Bromwich,Sold,6000000,EPL,13/14
Stephen Ireland,Pre-Season,Midfielder,IRL,Aston Villa,Manchester City,Sold,9700000,EPL,10-Nov
Shane Long,Pre-Season,Attacker,IRL,Southampton,Hull City,Sold,15000000,EPL,14/15
James McCarthy,Pre-Season,Midfielder,IRL,Everton,Wigan,Sold,15000000,EPL,13/14
Ali Adnan,Pre-Season,Defender,IRQ,Udinese,Rizespor,Sold,2500000,Serie A,15/16
Birkir Bjarnason,Pre-Season,Midfielder,ISL,Torino,Pescara,Sold,1000000,Serie A,15/16
Johann Gudmundsdon,Pre-Season,Midfielder,ISL,Burnley,Charlton,Sold,3000000,EPL,16/17
Gylfi Sigurdsson,Pre-Season,Midfielder,ISL,Hoffenheim,Reading,Sold,7300000,ROE,10-Nov
Alfred Finnbogason,Pre-Season,Attacker,ISL,Real Sociedad,Heerenveen,Sold,8000000,La Liga,14/15
Gylfi Sigurdsson,Pre-Season,Midfielder,ISL,Tottenham,Hoffenheim,Sold,10000000,EPL,Dec-13
Omer Atzili,Pre-Season,Attacker,ISR,Granada,Beitar Jerusalem,Sold,750000,La Liga,16/17
Omer Atzily,Pre-Season,Attacker,ISR,Granada,Beitar Jerusalem,Sold,750000,La Liga,16/17
Omer Atzili,Pre-Season,Midfielder,ISR,Granada,B. Jerusalem,Sold,750000,La Liga,16/17
Maor Melikson,Mid-Season,Midfielder,ISR,Valenciennes,Wisla Krakow,Sold,1000000,ROE,Dec-13
Taleb Tawatha,Pre-Season,Defender,ISR,Eint. Frankfurt,Maccabi Haifa,Sold,1200000,Bundesliga,16/17
Yossi Benayoun,Pre-Season,Midfielder,ISR,Chelsea,Liverpool,Sold,6600000,EPL,10-Nov
Andrea Barzagli,Mid-Season,Defender,ITA,Juventus,Wolfsburg,Sold,300000,Serie A,10-Nov
Simone Verdi,Pre-Season,Midfielder,ITA,AC Milan,Torino,Sold,450000,Serie A,15/16
Morgan De Sanctis,Pre-Season,Goalkeeper,ITA,Roma,Napoli,Sold,500000,Serie A,13/14
Simone Padoin,Pre-Season,Midfielder,ITA,Cagliari,Juventus,Sold,600000,Serie A,16/17
Federico Ceccherini,Pre-Season,Defender,ITA,Crotone,Livorno,Sold,1000000,Serie A,16/17
Leonardo Capezzi,Pre-Season,Midfielder,ITA,Sampdoria,Crotone,Sold,1000000,Serie A,16/17
Nicola Bellomo,Pre-Season,Midfielder,ITA,Torino,Bari,Sold,1400000,Serie A,13/14
Simone Verdi,Pre-Season,Midfielder,ITA,Bologna,AC Milan,Sold,1500000,Serie A,16/17
Sergio Floccari,Mid-Season,Attacker,ITA,Sassuolo,Lazio,Sold,1500000,Serie A,13/14
Cristian Pasquato,Pre-Season,Attacker,ITA,Udinese,Juventus,Sold,1500000,Serie A,Dec-13
Davide Biraschi,Pre-Season,Defender,ITA,Genoa,Avellino,Sold,1600000,Serie A,16/17
Luca Rossettini,Pre-Season,Defender,ITA,Torino,Bologna,Sold,2000000,Serie A,16/17
Marco D Ambrosio,Pre-Season,Midfielder,ITA,Atalanta,Roma,Sold,2000000,Serie A,14/15
Alessandro Diamanti,Pre-Season,Attacker,ITA,Brescia,West Ham,Sold,2200000,Serie A,10-Nov
Pietro Iemello,Pre-Season,Attacker,ITA,Sassuolo,Spezia,Sold,2300000,Serie A,16/17
Antonino Ragusa,Pre-Season,Midfielder,ITA,Sassuolo,Cesena,Sold,2300000,Serie A,16/17
Simone Zaza,Pre-Season,Attacker,ITA,Sassuolo,Juventus,Sold,2500000,Serie A,13/14
Valerio Verre,Pre-Season,Midfielder,ITA,Udinese,Roma,Sold,2500000,Serie A,13/14
Michele Canini,Pre-Season,Defender,ITA,Genoa,Cagliari,Sold,2500000,Serie A,Dec-13
Dario Dainelli,Mid-Season,Defender,ITA,Genoa,Fiorentina,Sold,2500000,Serie A,09-Oct
Marcello Trotta,Mid-Season,Attacker,ITA,Sassuolo,Avellino,Sold,2700000,Serie A,15/16
Ciro Immobile,Pre-Season,Attacker,ITA,Torino,Juventus,Sold,2750000,Serie A,13/14
Stefano Okaka,Pre-Season,Attacker,ITA,Anderlecht,Sampdoria,Sold,3000000,ROE,15/16
Giulio Donati,Pre-Season,Defender,ITA,Bayer Leverkusen,Inter Milan,Sold,3000000,Bundesliga,13/14
Luca Caldirola,Pre-Season,Defender,ITA,Werder Bremen,Inter Milan,Sold,3000000,Bundesliga,13/14
Luca Cigarini,Pre-Season,Midfielder,ITA,Samdoria,Atalanta,Sold,3000000,Serie A,16/17
Fabio Quagliarella,Pre-Season,Attacker,ITA,Torino,Juventus,Sold,3000000,Serie A,14/15
Sebastian Giovinco,Pre-Season,Midfielder,ITA,Parma,Juventus,Sold,3000000,Serie A,11-Dec
Alessio Cerci,Pre-Season,Midfielder,ITA,Fiorentina,Roma,Sold,3000000,Serie A,10-Nov
Marco Benassi,Pre-Season,Midfielder,ITA,Torino,Inter Milan,Sold,3500000,Serie A,15/16
Mirko Valdifiori,Pre-Season,Midfielder,ITA,Torino,Napoli,Sold,3500000,Serie A,16/17
Romulo,Pre-Season,Midfielder,ITA,Verona,Fiorentina,Sold,3500000,Serie A,14/15
Simone Zaza,Pre-Season,Attacker,ITA,Juventus,Sampdoria,Sold,3500000,Serie A,13/14
Francesco Acerbi,Pre-Season,Defender,ITA,Sassuolo,Genoa,Sold,3500000,Serie A,13/14
Giuseppe Sculli,Mid-Season,Attacker,ITA,Lazio,Genoa,Sold,3500000,Serie A,10-Nov
Lorenzo de Silvestri,Pre-Season,Defender,ITA,Torino,Sampdoria,Sold,3600000,Serie A,16/17
Marco Motta,Pre-Season,Defender,ITA,Juventus,Udinese,Sold,3750000,Serie A,11-Dec
Leonardo Pavoletti,Pre-Season,Attacker,ITA,Genoa,Sassuolo,Sold,4000000,Serie A,15/16
Stefano Sensi,Mid-Season,Midfielder,ITA,Sassuolo,Cesena,Sold,4000000,Serie A,15/16
Federico Viviani,Pre-Season,Midfielder,ITA,Verona,Roma,Sold,4000000,Serie A,15/16
Cristiano Biraghi,Pre-Season,Defender,ITA,Pescara,Inter Milan,Sold,4000000,Serie A,16/17
Valerio Verre,Pre-Season,Midfielder,ITA,Pescara,Udinese,Sold,4000000,Serie A,16/17
Stefano Sorrentino,Mid-Season,Goalkeeper,ITA,Palermo,Chievo,Sold,4000000,Serie A,Dec-13
Emanuele Giaccherini,Pre-Season,Midfielder,ITA,Juventus,Cesena,Sold,4250000,Serie A,Dec-13
Federico Peluso,Pre-Season,Defender,ITA,Sassuolo,Juventus,Sold,4500000,Serie A,14/15
Federico Balzaretti,Pre-Season,Defender,ITA,Roma,Palermo,Sold,4500000,Serie A,Dec-13
Andrea Dossena,Mid-Season,Defender,ITA,Napoli,Liverpool,Sold,4500000,Serie A,09-Oct
Federico Peluso,Pre-Season,Defender,ITA,Juventus,Atalanta,Sold,4800000,Serie A,13/14
Mirko Valdifiori,Pre-Season,Midfielder,ITA,Napoli,Empoli,Sold,5000000,Serie A,15/16
Alberto Paloschi,Pre-Season,Attacker,ITA,Atalanta,Swansea,Sold,5000000,Serie A,16/17
Luca Marrone,Pre-Season,Midfielder,ITA,Juventus,Sassuolo,Sold,5000000,Serie A,14/15
Simone Padoin,Mid-Season,Midfielder,ITA,Juventus,Atalanta,Sold,5000000,Serie A,11-Dec
Federico Marchetti,Pre-Season,Goalkeeper,ITA,Lazio,Cagliari,Sold,5000000,Serie A,11-Dec
Antonio Cassano,Mid-Season,Attacker,ITA,AC Milan,Sampdoria,Sold,5000000,Serie A,10-Nov
Tiberio Guarente,Pre-Season,Midfielder,ITA,Sevilla,Atalanta,Sold,5000000,La Liga,10-Nov
Marco Parolo,Pre-Season,Midfielder,ITA,Lazio,Parma,Sold,5500000,Serie A,14/15
Manolo Gabbiadini,Pre-Season,Attacker,ITA,Sampdoria,Juventus,Sold,5500000,Serie A,13/14
Davide Santon,Pre-Season,Defender,ITA,Newcastle,Inter Milan,Sold,5500000,EPL,11-Dec
Rolando Mandragora,Mid-Season,Midfielder,ITA,Juventus,Genoa,Sold,6000000,Serie A,15/16
Bryan Cristante,Pre-Season,Midfielder,ITA,Benfica,AC Milan,Sold,6000000,Serie A,14/15
Emanuele Giaccherini,Pre-Season,Attacker,ITA,Juventus,Cesena,Sold,6000000,Serie A,11-Dec
Mattia Destro,Pre-Season,Attacker,ITA,Bologna,Roma,Sold,6500000,Serie A,15/16
Daniele Baselli,Pre-Season,Midfielder,ITA,Torino,Atalanta,Sold,6500000,Serie A,15/16
Davide Zappacosta,Pre-Season,Defender,ITA,Torino,Atalanta,Sold,6500000,Serie A,15/16
Andrea Poli,Pre-Season,Midfielder,ITA,AC Milan,Sampdoria,Sold,6500000,Serie A,13/14
Giacomo Bonaventura,Pre-Season,Midfielder,ITA,AC Milan,Atalanta,Sold,7000000,Serie A,14/15
Alberto Aquilani,Pre-Season,Midfielder,ITA,Fiorentina,Liverpool,Sold,7000000,Serie A,Dec-13
Luca Antonelli,Mid-Season,Defender,ITA,Genoa,Parma,Sold,7000000,Serie A,10-Nov
Stephan El Shaarawy,Pre-Season,Midfielder,ITA,AC Milan,Genoa,Sold,7500000,Serie A,11-Dec
Simone Pepe,Pre-Season,Midfielder,ITA,Juventus,Udinese,Sold,7500000,Serie A,11-Dec
Ciro Immobile,Mid-Season,Attacker,ITA,Genoa,Juventus,Sold,8000000,Serie A,11-Dec
Alberto Grassi,Mid-Season,Midfielder,ITA,Napoli,Atalanta,Sold,8500000,Serie A,15/16
Andrea Bertolacci,Pre-Season,Midfielder,ITA,Roma,Gernoa,Sold,8500000,Serie A,15/16
Ciro Immobile,Pre-Season,Attacker,ITA,Lazio,Sevilla,Sold,8500000,Serie A,16/17
Gianluca Lapadula,Pre-Season,Attacker,ITA,AC Milan,Pescara,Sold,9000000,Serie A,16/17
Gaetano D\'Agostino,Pre-Season,Midfielder,ITA,Fiorentina,Udinese,Sold,9000000,Serie A,10-Nov
Giuseppe Rossi,Mid-Season,Attacker,ITA,Fiorentina,Villarreal,Sold,9500000,Serie A,Dec-13
Emanuele Giaccherini,Pre-Season,Midfielder,ITA,Sunderland,Juventus,Sold,9800000,EPL,13/14
Thiago Motta,Mid-Season,Midfielder,ITA,PSG,Inter Milan,Sold,10000000,ROE,11-Dec
Salvatore Bocchetti,Pre-Season,Defender,ITA,Rubin Kazan,Genoa,Sold,10000000,ROE,10-Nov
Lorenzo Tonelli,Pre-Season,Defender,ITA,Napoli,Empoli,Sold,10000000,Serie A,16/17
Marco Borriello,Pre-Season,Attacker,ITA,Roma,AC Milan,Sold,10000000,Serie A,11-Dec
Fabio Quagliarella,Pre-Season,Attacker,ITA,Juventus,Napoli,Sold,10500000,Serie A,11-Dec
Alberto Paloschi,Mid-Season,,ITA,Swansea,Chievo,Sold,10500000,EPL,15/16
Alessandro Matri,Pre-Season,Attacker,ITA,AC Milan,Juventus,Sold,11000000,Serie A,13/14
Sebastian Giovinco,Pre-Season,Attacker,ITA,Juventus,Parma,Sold,11000000,Serie A,Dec-13
Marco Verratti,Pre-Season,Midfielder,ITA,PSG,Pescara,Sold,12000000,ROE,Dec-13
Andrea Ranocchia,Mid-Season,Defender,ITA,Inter Milan,Genoa,Sold,12500000,Serie A,10-Nov
Stephan El Shaarawy,Pre-Season,Attacker,ITA,Roma,AC Milan,Sold,13000000,Serie A,16/17
Angelo Ogbonna,Pre-Season,Defender,ITA,Juventus,Torino,Sold,13000000,Serie A,13/14
Nicola Sansone,Pre-Season,Attacker,ITA,Villarreal,Sassuolo,Sold,13000000,La Liga,16/17
Roberto Soriano,Pre-Season,Midfielder,ITA,Villarreal,Sampdoria,Sold,13500000,La Liga,16/17
Fabio Borini,Pre-Season,Attacker,ITA,Sunderland,Liverpool,Sold,14000000,EPL,15/16
